"행정구역","2024년03월_계_총인구수","2024년03월_계_연령구간인구수","2024년03월_계_0~9세","2024년03월_계_10~19세","2024년03월_계_20~29세","2024년03월_계_30~39세","2024년03월_계_40~49세","2024년03월_계_50~59세","2024년03월_계_60~69세","2024년03월_계_70~79세","2024년03월_계_80~89세","2024년03월_계_90~99세","2024년03월_계_100세 이상","2024년03월_남_총인구수","2024년03월_남_연령구간인구수","2024년03월_남_0~9세","2024년03월_남_10~19세","2024년03월_남_20~29세","2024년03월_남_30~39세","2024년03월_남_40~49세","2024년03월_남_50~59세","2024년03월_남_60~69세","2024년03월_남_70~79세","2024년03월_남_80~89세","2024년03월_남_90~99세","2024년03월_남_100세 이상","2024년03월_여_총인구수","2024년03월_여_연령구간인구수","2024년03월_여_0~9세","2024년03월_여_10~19세","2024년03월_여_20~29세","2024년03월_여_30~39세","2024년03월_여_40~49세","2024년03월_여_50~59세","2024년03월_여_60~69세","2024년03월_여_70~79세","2024년03월_여_80~89세","2024년03월_여_90~99세","2024년03월_여_100세 이상"
"전라남도 목포시 동명동(4611064000)","4,733","4,733","133","243","364","304","590","768","930","929","428","43","1","2,452","2,452","64","127","214","177","366","470","434","404","182","13","1","2,281","2,281","69","116","150","127","224","298","496","525","246","30","0"
"전라남도 목포시 삼학동(4611064500)","5,632","5,632","277","586","534","452","835","910","1,004","732","272","29","1","2,766","2,766","135","308","280","226","444","486","437","332","113","5","0","2,866","2,866","142","278","254","226","391","424","567","400","159","24","1"
"전라남도 목포시 만호동(4611065500)","2,428","2,428","38","88","138","113","314","430","573","472","237","25","0","1,284","1,284","19","46","83","71","209","257","293","208","92","6","0","1,144","1,144","19","42","55","42","105","173","280","264","145","19","0"
"전라남도 목포시 유달동(4611066000)","3,885","3,885","99","195","306","275","479","679","794","642","372","41","3","2,091","2,091","57","106","185","164","323","437","427","273","113","6","0","1,794","1,794","42","89","121","111","156","242","367","369","259","35","3"
"전라남도 목포시 죽교동(4611069500)","2,778","2,778","81","204","247","178","334","463","553","431","256","30","1","1,437","1,437","41","95","136","103","215","280","290","186","87","4","0","1,341","1,341","40","109","111","75","119","183","263","245","169","26","1"
"전라남도 목포시 북항동(4611070500)","8,662","8,662","456","891","945","797","1,287","1,512","1,494","841","393","45","1","4,336","4,336","239","458","520","432","692","787","671","392","133","12","0","4,326","4,326","217","433","425","365","595","725","823","449","260","33","1"
"전라남도 목포시 용해동(4611074500)","16,297","16,297","1,102","2,274","1,855","1,552","2,970","2,727","2,039","1,141","550","87","0","8,013","8,013","563","1,174","1,011","769","1,453","1,400","945","473","204","21","0","8,284","8,284","539","1,100","844","783","1,517","1,327","1,094","668","346","66","0"
"전라남도 목포시 이로동(4611075000)","10,228","10,228","718","1,367","1,042","920","1,740","1,578","1,497","906","398","60","2","5,022","5,022","369","707","574","484","855","761","682","422","153","15","0","5,206","5,206","349","660","468","436","885","817","815","484","245","45","2"
"전라남도 목포시 상동(4611075600)","21,834","21,834","1,607","2,252","2,380","2,426","3,503","3,886","3,228","1,700","733","115","4","10,618","10,618","839","1,168","1,278","1,213","1,761","1,855","1,482","773","228","21","0","11,216","11,216","768","1,084","1,102","1,213","1,742","2,031","1,746","927","505","94","4"
"전라남도 목포시 하당동(4611075700)","14,096","14,096","859","1,371","2,356","1,865","2,421","2,538","1,674","664","302","43","3","7,267","7,267","456","700","1,195","991","1,270","1,388","854","307","95","11","0","6,829","6,829","403","671","1,161","874","1,151","1,150","820","357","207","32","3"
"전라남도 목포시 신흥동(4611075800)","16,022","16,022","931","1,729","2,173","1,764","2,511","3,072","2,388","929","460","64","1","7,921","7,921","472","880","1,196","895","1,249","1,437","1,185","428","166","13","0","8,101","8,101","459","849","977","869","1,262","1,635","1,203","501","294","51","1"
"전라남도 목포시 삼향동(4611078000)","4,469","4,469","251","457","482","415","714","777","734","410","189","38","2","2,231","2,231","124","230","270","219","366","392","359","191","78","2","0","2,238","2,238","127","227","212","196","348","385","375","219","111","36","2"
"전라남도 목포시 옥암동(4611079000)","10,834","10,834","780","1,485","1,340","1,173","1,933","1,940","1,288","587","270","38","0","5,195","5,195","373","743","694","563","898","938","581","271","121","13","0","5,639","5,639","407","742","646","610","1,035","1,002","707","316","149","25","0"
"전라남도 목포시 부흥동(4611080000)","8,117","8,117","450","776","1,103","902","1,345","1,575","1,178","487","261","39","1","3,895","3,895","220","392","573","462","688","746","516","200","86","12","0","4,222","4,222","230","384","530","440","657","829","662","287","175","27","1"
"전라남도 목포시 부주동(4611081000)","22,544","22,544","1,921","3,600","2,866","2,359","4,530","4,044","2,142","778","255","48","1","11,306","11,306","987","1,843","1,576","1,162","2,156","2,065","1,067","355","88","7","0","11,238","11,238","934","1,757","1,290","1,197","2,374","1,979","1,075","423","167","41","1"
"전라남도 여수시 (4613000000)","270,786","270,786","16,728","24,434","29,556","28,021","38,286","47,532","45,070","26,362","12,810","1,920","67","137,953","137,953","8,498","12,514","16,838","15,282","20,047","25,085","22,412","12,363","4,535","369","10","132,833","132,833","8,230","11,920","12,718","12,739","18,239","22,447","22,658","13,999","8,275","1,551","57"
"전라남도 여수시 돌산읍(4613025000)","2,403","2,403","30","60","109","104","174","368","644","502","347","62","3","1,234","1,234","17","28","65","65","125","220","351","223","116","24","0","1,169","1,169","13","32","44","39","49","148","293","279","231","38","3"
"전라남도 여수시 돌산읍우두출장소(4613025100)","8,093","8,093","340","639","624","611","1,140","1,394","1,611","1,096","550","85","3","4,219","4,219","169","346","344","360","642","797","788","537","217","19","0","3,874","3,874","171","293","280","251","498","597","823","559","333","66","3"
"전라남도 여수시 돌산읍죽포출장소(4613025200)","1,820","1,820","25","44","120","67","109","292","470","404","236","50","3","873","873","12","21","67","35","68","164","236","192","72","6","0","947","947","13","23","53","32","41","128","234","212","164","44","3"
"전라남도 여수시 소라면(4613031000)","21,698","21,698","1,883","2,242","2,209","2,512","3,380","3,776","3,248","1,459","852","129","8","11,037","11,037","984","1,133","1,259","1,276","1,754","1,920","1,723","697","265","25","1","10,661","10,661","899","1,109","950","1,236","1,626","1,856","1,525","762","587","104","7"
"전라남도 여수시 율촌면(4613032000)","5,827","5,827","162","301","344","333","625","964","1,280","1,003","680","133","2","2,999","2,999","78","159","220","196","372","598","658","463","234","20","1","2,828","2,828","84","142","124","137","253","366","622","540","446","113","1"
"전라남도 여수시 화양면(4613033000)","6,116","6,116","115","223","422","288","483","1,105","1,503","1,099","730","144","4","3,162","3,162","64","121","265","162","298","640","865","504","217","25","1","2,954","2,954","51","102","157","126","185","465","638","595","513","119","3"
"전라남도 여수시 남면(4613034000)","2,683","2,683","40","108","101","98","195","416","693","597","373","60","2","1,383","1,383","16","61","69","61","129","258","381","277","120","11","0","1,300","1,300","24","47","32","37","66","158","312","320","253","49","2"
"전라남도 여수시 화정면(4613035000)","1,286","1,286","7","19","46","41","83","179","342","286","243","37","3","649","649","2","11","23","28","60","102","203","136","78","5","1","637","637","5","8","23","13","23","77","139","150","165","32","2"
"전라남도 여수시 화정면개도출장소(4613035600)","768","768","7","31","29","25","48","152","178","167","111","20","0","394","394","4","17","16","13","29","99","97","76","38","5","0","374","374","3","14","13","12","19","53","81","91","73","15","0"
"전라남도 여수시 삼산면(4613036000)","1,968","1,968","41","84","101","99","191","384","549","322","168","27","2","1,097","1,097","20","51","58","62","124","244","296","170","65","6","1","871","871","21","33","43","37","67","140","253","152","103","21","1"
"전라남도 여수시 동문동(4613051500)","4,099","4,099","136","275","324","344","475","591","840","766","310","38","0","2,051","2,051","70","141","193","183","280","330","385","349","114","6","0","2,048","2,048","66","134","131","161","195","261","455","417","196","32","0"
"전라남도 여수시 한려동(4613053500)","2,742","2,742","66","134","274","257","285","423","518","515","234","35","1","1,355","1,355","31","63","137","152","173","240","237","223","88","11","0","1,387","1,387","35","71","137","105","112","183","281","292","146","24","1"
"전라남도 여수시 중앙동(4613057000)","3,849","3,849","102","198","281","274","450","619","860","738","295","32","0","1,911","1,911","49","99","172","152","273","338","384","325","110","9","0","1,938","1,938","53","99","109","122","177","281","476","413","185","23","0"
"전라남도 여수시 충무동(4613060000)","3,521","3,521","61","170","286","229","335","572","734","722","370","40","2","1,776","1,776","33","92","155","129","213","334","357","315","139","9","0","1,745","1,745","28","78","131","100","122","238","377","407","231","31","2"
"전라남도 여수시 광림동(4613062500)","5,465","5,465","122","271","491","425","612","891","1,206","985","414","47","1","2,862","2,862","73","168","294","259","367","505","573","444","171","8","0","2,603","2,603","49","103","197","166","245","386","633","541","243","39","1"
"전라남도 여수시 서강동(4613063500)","3,791","3,791","135","189","412","321","448","519","817","607","291","51","1","1,868","1,868","65","87","208","188","255","278","369","276","133","9","0","1,923","1,923","70","102","204","133","193","241","448","331","158","42","1"
"전라남도 여수시 대교동(4613065500)","4,704","4,704","108","204","339","324","484","743","1,070","920","458","54","0","2,373","2,373","59","98","198","173","288","458","504","391","197","7","0","2,331","2,331","49","106","141","151","196","285","566","529","261","47","0"
"전라남도 여수시 국동(4613067000)","10,359","10,359","459","799","892","909","1,322","1,715","2,229","1,383","596","50","5","5,200","5,200","236","419","518","531","713","874","1,011","646","236","15","1","5,159","5,159","223","380","374","378","609","841","1,218","737","360","35","4"
"전라남도 여수시 월호동(4613068500)","7,208","7,208","429","621","673","689","956","1,144","1,433","880","350","32","1","3,577","3,577","222","317","363","349","488","589","679","423","141","6","0","3,631","3,631","207","304","310","340","468","555","754","457","209","26","1"
"전라남도 여수시 여서동(4613070000)","16,374","16,374","720","1,440","1,905","1,544","2,203","2,925","3,193","1,586","756","102","0","8,019","8,019","330","714","1,076","853","1,128","1,424","1,465","745","265","19","0","8,355","8,355","390","726","829","691","1,075","1,501","1,728","841","491","83","0"
"전라남도 여수시 문수동(4613071000)","19,164","19,164","1,280","1,993","2,157","1,916","3,048","3,379","2,897","1,693","697","99","5","9,659","9,659","665","1,007","1,203","1,007","1,550","1,734","1,423","808","244","18","0","9,505","9,505","615","986","954","909","1,498","1,645","1,474","885","453","81","5"
"전라남도 여수시 미평동(4613073000)","11,341","11,341","491","978","1,638","1,091","1,521","2,164","1,915","1,018","469","55","1","6,111","6,111","263","505","1,028","645","856","1,160","1,009","481","150","14","0","5,230","5,230","228","473","610","446","665","1,004","906","537","319","41","1"
"전라남도 여수시 둔덕동(4613074000)","9,591","9,591","511","999","1,302","890","1,344","1,955","1,555","758","248","29","0","4,844","4,844","254","515","735","495","646","990","754","363","87","5","0","4,747","4,747","257","484","567","395","698","965","801","395","161","24","0"
"전라남도 여수시 만덕동(4613076500)","10,219","10,219","828","999","962","1,128","1,592","1,525","1,630","1,019","464","71","1","5,155","5,155","404","506","545","595","837","795","778","496","182","17","0","5,064","5,064","424","493","417","533","755","730","852","523","282","54","1"
"전라남도 여수시 쌍봉동(4613078000)","31,724","31,724","2,151","3,434","4,550","3,888","4,835","6,114","4,200","1,748","691","107","6","16,243","16,243","1,097","1,712","2,586","2,127","2,329","3,139","2,117","861","258","17","0","15,481","15,481","1,054","1,722","1,964","1,761","2,506","2,975","2,083","887","433","90","6"
"전라남도 여수시 시전동(4613079000)","43,433","43,433","4,959","5,164","5,084","6,423","7,601","7,203","4,550","1,687","651","107","4","21,752","21,752","2,508","2,683","2,743","3,239","3,715","3,576","2,245","820","207","16","0","21,681","21,681","2,451","2,481","2,341","3,184","3,886","3,627","2,305","867","444","91","4"
"전라남도 여수시 여천동(4613080000)","19,663","19,663","824","1,590","2,726","2,122","2,618","4,127","3,409","1,454","669","116","8","10,466","10,466","414","805","1,614","1,358","1,448","2,166","1,741","686","211","19","4","9,197","9,197","410","785","1,112","764","1,170","1,961","1,668","768","458","97","4"
"전라남도 여수시 주삼동(4613081000)","7,716","7,716","652","1,090","870","884","1,480","1,255","760","463","222","40","0","3,988","3,988","336","568","496","471","730","718","374","211","76","8","0","3,728","3,728","316","522","374","413","750","537","386","252","146","32","0"
"전라남도 여수시 삼일동(4613082000)","2,070","2,070","33","85","197","134","171","414","499","310","191","36","0","1,132","1,132","18","47","135","84","103","250","281","154","57","3","0","938","938","15","38","62","50","68","164","218","156","134","33","0"
"전라남도 여수시 묘도동(4613083000)","1,091","1,091","11","50","88","51","78","224","237","175","144","32","1","564","564","5","20","53","34","54","145","128","71","47","7","0","527","527","6","30","35","17","24","79","109","104","97","25","1"
"전라남도 순천시 (4615000000)","277,539","277,539","19,794","28,449","33,030","31,922","40,356","49,208","40,880","20,234","11,655","1,960","51","138,599","138,599","10,167","14,701","18,048","16,632","19,966","24,622","20,601","9,507","3,945","405","5","138,940","138,940","9,627","13,748","14,982","15,290","20,390","24,586","20,279","10,727","7,710","1,555","46"
"전라남도 순천시 승주읍(4615025000)","2,478","2,478","41","77","125","116","154","400","658","415","421","71","0","1,232","1,232","27","35","76","66","87","251","355","201","117","17","0","1,246","1,246","14","42","49","50","67","149","303","214","304","54","0"
"전라남도 순천시 해룡면(4615031000)","4,221","4,221","79","155","273","240","326","806","1,020","691","523","107","1","2,178","2,178","38","88","162","147","200","478","557","329","159","20","0","2,043","2,043","41","67","111","93","126","328","463","362","364","87","1"
"전라남도 순천시 해룡면상삼출장소(4615031500)","18,690","18,690","1,295","2,260","2,952","2,376","2,992","3,982","1,938","544","302","47","2","9,298","9,298","650","1,221","1,592","1,254","1,383","1,857","1,018","226","88","9","0","9,392","9,392","645","1,039","1,360","1,122","1,609","2,125","920","318","214","38","2"
"전라남도 순천시 해룡면신대출장소(4615031600)","33,085","33,085","5,013","5,491","3,137","5,612","7,318","4,116","1,703","487","159","49","0","16,804","16,804","2,572","2,851","1,718","2,726","3,584","2,218","848","239","40","8","0","16,281","16,281","2,441","2,640","1,419","2,886","3,734","1,898","855","248","119","41","0"
"전라남도 순천시 서면(4615032000)","15,418","15,418","1,225","1,314","1,430","2,065","2,101","2,621","2,431","1,335","763","132","1","7,790","7,790","668","683","748","1,078","1,079","1,383","1,275","616","238","22","0","7,628","7,628","557","631","682","987","1,022","1,238","1,156","719","525","110","1"
"전라남도 순천시 황전면(4615033000)","2,711","2,711","23","74","109","84","156","420","684","609","463","86","3","1,391","1,391","14","37","67","52","110","264","364","310","154","18","1","1,320","1,320","9","37","42","32","46","156","320","299","309","68","2"
"전라남도 순천시 월등면(4615034000)","1,672","1,672","28","41","78","67","107","267","470","311","256","45","2","804","804","11","18","41","34","63","154","261","144","66","12","0","868","868","17","23","37","33","44","113","209","167","190","33","2"
"전라남도 순천시 주암면(4615035000)","2,937","2,937","45","90","132","125","167","426","784","563","504","98","3","1,490","1,490","27","51","77","78","118","265","409","272","169","23","1","1,447","1,447","18","39","55","47","49","161","375","291","335","75","2"
"전라남도 순천시 송광면(4615036000)","1,394","1,394","7","26","47","48","91","240","361","265","267","40","2","744","744","5","16","30","31","63","157","217","138","81","6","0","650","650","2","10","17","17","28","83","144","127","186","34","2"
"전라남도 순천시 외서면(4615037000)","781","781","12","19","32","28","40","117","202","146","156","29","0","390","390","7","10","23","19","22","79","106","80","42","2","0","391","391","5","9","9","9","18","38","96","66","114","27","0"
"전라남도 순천시 낙안면(4615038000)","2,937","2,937","60","113","142","119","174","441","768","598","445","71","6","1,424","1,424","32","63","77","60","111","229","412","285","141","13","1","1,513","1,513","28","50","65","59","63","212","356","313","304","58","5"
"전라남도 순천시 별량면(4615039000)","5,274","5,274","97","228","323","246","381","899","1,260","903","788","146","3","2,661","2,661","51","121","195","143","240","509","694","434","240","33","1","2,613","2,613","46","107","128","103","141","390","566","469","548","113","2"
"전라남도 순천시 상사면(4615040000)","2,814","2,814","56","110","241","155","198","538","719","392","338","62","5","1,423","1,423","38","63","140","85","108","277","393","193","113","13","0","1,391","1,391","18","47","101","70","90","261","326","199","225","49","5"
"전라남도 순천시 향동(4615051500)","3,265","3,265","101","233","262","232","329","481","679","584","321","42","1","1,598","1,598","44","119","155","139","176","259","336","264","101","5","0","1,667","1,667","57","114","107","93","153","222","343","320","220","37","1"
"전라남도 순천시 매곡동(4615054000)","6,436","6,436","412","488","1,018","738","753","955","922","687","416","47","0","3,166","3,166","207","252","536","375","391","488","438","304","160","15","0","3,270","3,270","205","236","482","363","362","467","484","383","256","32","0"
"전라남도 순천시 삼산동(4615055000)","29,169","29,169","2,205","2,935","4,107","3,736","4,141","4,948","4,238","1,909","782","165","3","14,381","14,381","1,152","1,451","2,295","1,907","1,992","2,326","2,032","902","287","37","0","14,788","14,788","1,053","1,484","1,812","1,829","2,149","2,622","2,206","1,007","495","128","3"
"전라남도 순천시 조곡동(4615056000)","7,287","7,287","476","645","794","902","975","1,286","1,180","633","345","49","2","3,650","3,650","241","334","419","475","482","689","571","281","149","9","0","3,637","3,637","235","311","375","427","493","597","609","352","196","40","2"
"전라남도 순천시 덕연동(4615057000)","40,939","40,939","2,390","4,535","5,519","4,241","6,027","8,149","6,454","2,449","1,006","167","2","20,357","20,357","1,200","2,343","3,030","2,219","2,936","3,881","3,156","1,190","374","28","0","20,582","20,582","1,190","2,192","2,489","2,022","3,091","4,268","3,298","1,259","632","139","2"
"전라남도 순천시 풍덕동(4615058000)","7,006","7,006","257","491","724","615","824","1,141","1,428","950","516","60","0","3,488","3,488","146","268","393","335","449","568","692","406","217","14","0","3,518","3,518","111","223","331","280","375","573","736","544","299","46","0"
"전라남도 순천시 남제동(4615059000)","7,882","7,882","227","531","779","678","836","1,416","1,663","1,142","542","68","0","4,007","4,007","122","294","462","359","482","746","789","509","226","18","0","3,875","3,875","105","237","317","319","354","670","874","633","316","50","0"
"전라남도 순천시 저전동(4615060000)","2,561","2,561","82","147","235","227","267","375","525","430","247","26","0","1,255","1,255","43","75","121","133","150","192","235","197","103","6","0","1,306","1,306","39","72","114","94","117","183","290","233","144","20","0"
"전라남도 순천시 장천동(4615061000)","1,932","1,932","32","63","190","146","215","351","462","303","142","26","2","1,031","1,031","17","34","99","89","134","204","243","144","61","6","0","901","901","15","29","91","57","81","147","219","159","81","20","2"
"전라남도 순천시 중앙동(4615062000)","2,639","2,639","69","127","272","262","287","470","555","376","193","28","0","1,357","1,357","40","70","155","151","151","259","265","181","76","9","0","1,282","1,282","29","57","117","111","136","211","290","195","117","19","0"
"전라남도 순천시 도사동(4615063500)","17,268","17,268","1,503","1,814","1,760","1,938","2,785","2,959","2,520","1,189","675","119","6","8,630","8,630","746","940","969","999","1,391","1,504","1,254","585","221","21","0","8,638","8,638","757","874","791","939","1,394","1,455","1,266","604","454","98","6"
"전라남도 순천시 왕조1동(4615066100)","39,267","39,267","2,885","4,363","5,660","4,835","6,018","7,695","5,115","1,721","834","135","6","19,433","19,433","1,475","2,230","2,997","2,587","2,835","3,656","2,578","806","240","28","1","19,834","19,834","1,410","2,133","2,663","2,248","3,183","4,039","2,537","915","594","107","5"
"전라남도 순천시 왕조2동(4615066500)","17,476","17,476","1,174","2,079","2,689","2,091","2,694","3,709","2,141","602","251","45","1","8,617","8,617","594","1,034","1,471","1,091","1,229","1,729","1,103","271","82","13","0","8,859","8,859","580","1,045","1,218","1,000","1,465","1,980","1,038","331","169","32","1"
"전라남도 나주시 (4617000000)","117,103","117,103","8,883","10,137","11,111","14,157","16,924","17,619","18,302","11,235","7,470","1,227","38","59,138","59,138","4,563","5,241","5,850","7,288","9,111","9,696","9,537","5,169","2,426","249","8","57,965","57,965","4,320","4,896","5,261","6,869","7,813","7,923","8,765","6,066","5,044","978","30"
"전라남도 나주시 남평읍(4617025000)","11,752","11,752","907","872","894","1,288","1,720","1,905","2,166","1,209","673","114","4","5,865","5,865","463","436","497","627","941","998","1,092","580","212","18","1","5,887","5,887","444","436","397","661","779","907","1,074","629","461","96","3"
"전라남도 나주시 세지면(4617031000)","2,407","2,407","20","107","161","98","183","386","589","448","348","65","2","1,243","1,243","9","62","94","58","124","237","326","205","114","14","0","1,164","1,164","11","45","67","40","59","149","263","243","234","51","2"
"전라남도 나주시 왕곡면(4617032000)","2,645","2,645","40","81","187","130","200","469","661","436","368","73","0","1,396","1,396","22","44","111","87","125","302","359","216","116","14","0","1,249","1,249","18","37","76","43","75","167","302","220","252","59","0"
"전라남도 나주시 반남면(4617033000)","1,290","1,290","19","24","56","61","93","214","321","248","214","40","0","641","641","11","13","33","43","63","122","178","107","61","10","0","649","649","8","11","23","18","30","92","143","141","153","30","0"
"전라남도 나주시 공산면(4617034000)","2,176","2,176","57","128","110","97","188","334","508","380","337","34","3","1,115","1,115","30","68","70","56","117","213","272","178","107","4","0","1,061","1,061","27","60","40","41","71","121","236","202","230","30","3"
"전라남도 나주시 동강면(4617035000)","2,296","2,296","36","64","125","93","152","364","569","454","367","72","0","1,147","1,147","15","34","71","53","107","221","305","209","116","16","0","1,149","1,149","21","30","54","40","45","143","264","245","251","56","0"
"전라남도 나주시 다시면(4617036000)","3,393","3,393","42","127","178","183","263","554","870","602","498","71","5","1,720","1,720","21","67","99","111","176","319","484","271","160","11","1","1,673","1,673","21","60","79","72","87","235","386","331","338","60","4"
"전라남도 나주시 문평면(4617037000)","1,796","1,796","15","37","84","80","114","276","513","300","317","58","2","914","914","8","16","54","56","75","165","290","141","98","11","0","882","882","7","21","30","24","39","111","223","159","219","47","2"
"전라남도 나주시 노안면(4617038000)","4,263","4,263","61","113","235","206","297","757","1,155","764","560","111","4","2,231","2,231","36","70","138","128","201","453","640","367","172","25","1","2,032","2,032","25","43","97","78","96","304","515","397","388","86","3"
"전라남도 나주시 금천면(4617039000)","6,827","6,827","424","431","670","974","872","1,041","1,173","712","466","63","1","3,522","3,522","210","235","348","530","478","588","620","335","167","11","0","3,305","3,305","214","196","322","444","394","453","553","377","299","52","1"
"전라남도 나주시 산포면(4617040000)","3,172","3,172","47","121","235","191","285","580","779","513","364","55","2","1,674","1,674","28","63","131","115","187","359","417","250","111","12","1","1,498","1,498","19","58","104","76","98","221","362","263","253","43","1"
"전라남도 나주시 다도면(4617042000)","1,783","1,783","22","66","76","86","115","315","487","306","262","47","1","916","916","8","35","45","49","73","193","284","144","76","9","0","867","867","14","31","31","37","42","122","203","162","186","38","1"
"전라남도 나주시 봉황면(4617043000)","3,913","3,913","53","128","237","179","283","608","1,057","736","544","83","5","2,078","2,078","28","74","155","99","194","386","606","332","185","18","1","1,835","1,835","25","54","82","80","89","222","451","404","359","65","4"
"전라남도 나주시 송월동(4617051000)","7,900","7,900","485","782","1,152","999","1,162","1,418","1,001","541","311","47","2","3,962","3,962","244","417","620","564","580","741","481","207","95","13","0","3,938","3,938","241","365","532","435","582","677","520","334","216","34","2"
"전라남도 나주시 영강동(4617052000)","2,564","2,564","97","161","267","255","326","476","494","292","168","28","0","1,283","1,283","50","83","149","147","174","254","238","127","56","5","0","1,281","1,281","47","78","118","108","152","222","256","165","112","23","0"
"전라남도 나주시 금남동(4617054000)","4,516","4,516","170","287","449","325","459","813","885","664","412","52","0","2,259","2,259","103","173","245","166","249","421","457","274","156","15","0","2,257","2,257","67","114","204","159","210","392","428","390","256","37","0"
"전라남도 나주시 성북동(4617055000)","8,334","8,334","497","892","1,157","754","1,208","1,428","1,236","720","377","64","1","4,186","4,186","249","476","660","380","611","746","606","314","131","13","0","4,148","4,148","248","416","497","374","597","682","630","406","246","51","1"
"전라남도 나주시 영산동(4617058000)","2,853","2,853","58","137","186","165","267","473","651","494","352","69","1","1,459","1,459","34","69","102","99","166","275","353","230","114","16","1","1,394","1,394","24","68","84","66","101","198","298","264","238","53","0"
"전라남도 나주시 이창동(4617060000)","3,258","3,258","106","170","331","265","373","558","669","490","249","46","1","1,755","1,755","54","83","189","162","234","344","367","242","72","8","0","1,503","1,503","52","87","142","103","139","214","302","248","177","38","1"
"전라남도 나주시 빛가람동(4617062000)","39,965","39,965","5,727","5,409","4,321","7,728","8,364","4,650","2,518","926","283","35","4","19,772","19,772","2,940","2,723","2,039","3,758","4,236","2,359","1,162","440","107","6","2","20,193","20,193","2,787","2,686","2,282","3,970","4,128","2,291","1,356","486","176","29","2"
"전라남도 광양시 (4623000000)","152,779","152,779","11,315","15,579","17,670","18,472","22,799","30,263","21,451","9,170","5,103","925","32","80,043","80,043","5,762","7,958","10,310","10,102","12,054","16,133","11,398","4,475","1,690","160","1","72,736","72,736","5,553","7,621","7,360","8,370","10,745","14,130","10,053","4,695","3,413","765","31"
"전라남도 광양시 광양읍(4623025000)","48,058","48,058","3,336","5,052","5,296","5,216","7,517","8,973","7,267","3,327","1,751","314","9","24,682","24,682","1,699","2,579","2,936","2,731","3,953","4,755","3,803","1,601","571","54","0","23,376","23,376","1,637","2,473","2,360","2,485","3,564","4,218","3,464","1,726","1,180","260","9"
"전라남도 광양시 봉강면(4623031000)","2,023","2,023","46","74","161","122","159","377","502","294","232","54","2","1,042","1,042","31","38","90","72","94","215","273","137","80","11","1","981","981","15","36","71","50","65","162","229","157","152","43","1"
"전라남도 광양시 옥룡면(4623032000)","2,922","2,922","55","103","203","139","203","549","750","458","391","68","3","1,478","1,478","33","54","117","76","104","317","424","207","133","13","0","1,444","1,444","22","49","86","63","99","232","326","251","258","55","3"
"전라남도 광양시 옥곡면(4623033000)","4,883","4,883","244","250","491","507","469","1,100","926","508","328","58","2","2,503","2,503","129","128","271","285","244","561","502","255","116","12","0","2,380","2,380","115","122","220","222","225","539","424","253","212","46","2"
"전라남도 광양시 진상면(4623034000)","2,543","2,543","34","84","128","99","159","496","597","469","398","78","1","1,286","1,286","19","45","81","56","98","290","328","219","138","12","0","1,257","1,257","15","39","47","43","61","206","269","250","260","66","1"
"전라남도 광양시 진월면(4623035000)","2,587","2,587","53","68","140","129","205","394","612","531","374","77","4","1,297","1,297","28","30","82","70","136","244","317","248","127","15","0","1,290","1,290","25","38","58","59","69","150","295","283","247","62","4"
"전라남도 광양시 다압면(4623036000)","1,651","1,651","27","64","84","73","114","286","469","271","231","31","1","827","827","15","33","56","32","71","172","248","115","78","7","0","824","824","12","31","28","41","43","114","221","156","153","24","1"
"전라남도 광양시 골약동(4623051500)","7,808","7,808","1,536","629","615","2,060","1,230","722","480","283","204","47","2","4,096","4,096","767","344","329","1,071","685","415","264","139","69","13","0","3,712","3,712","769","285","286","989","545","307","216","144","135","34","2"
"전라남도 광양시 중마동(4623053000)","57,548","57,548","4,870","7,123","7,598","7,923","10,022","12,135","5,567","1,545","653","107","5","30,488","30,488","2,492","3,627","4,438","4,376","5,191","6,364","3,028","740","218","14","0","27,060","27,060","2,378","3,496","3,160","3,547","4,831","5,771","2,539","805","435","93","5"
"전라남도 광양시 광영동(4623054000)","10,773","10,773","532","1,006","1,191","989","1,443","2,596","2,029","661","276","48","2","5,722","5,722","254","512","689","592","788","1,432","1,040","332","80","3","0","5,051","5,051","278","494","502","397","655","1,164","989","329","196","45","2"
"전라남도 광양시 금호동(4623055000)","10,414","10,414","552","1,049","1,620","1,108","1,112","2,341","1,883","599","129","21","0","5,747","5,747","280","526","1,114","671","580","1,187","968","375","43","3","0","4,667","4,667","272","523","506","437","532","1,154","915","224","86","18","0"
"전라남도 광양시 태인동(4623057000)","1,569","1,569","30","77","143","107","166","294","369","224","136","22","1","875","875","15","42","107","70","110","181","203","107","37","3","0","694","694","15","35","36","37","56","113","166","117","99","19","1"
"전라남도 담양군 (4671000000)","45,059","45,059","1,913","2,836","3,726","3,320","4,693","7,925","9,491","6,060","4,390","672","33","22,802","22,802","940","1,482","2,165","1,716","2,570","4,392","5,070","2,872","1,442","148","5","22,257","22,257","973","1,354","1,561","1,604","2,123","3,533","4,421","3,188","2,948","524","28"
"전라남도 담양군 담양읍(4671025000)","15,147","15,147","1,073","1,264","1,510","1,538","1,982","2,501","2,508","1,585","1,026","152","8","7,572","7,572","506","676","852","761","1,037","1,307","1,299","746","355","32","1","7,575","7,575","567","588","658","777","945","1,194","1,209","839","671","120","7"
